name,title,description,pubmed_id,platform,platform_technology_type,feature_count,channel_count,sample_count,value_type,reference_series,order,file_location,num_L1000_genes,target_column,num_classes,class_distribution,true_class_distribution
GDS2240,Ileocecal epithelial cell line response to Cryptosporidium parvum infection: time course,"Analysis of HCT-8 ileocecal epithelial cells at various time points up to 72 hours after infection with Cryptosporidium parvum, an obligate intracellular protozoan that is a major cause of gastrointestinal diseases. Results provide insight into the interaction between the host cell and C. parvum.",14711592,GPL8300,in situ oligonucleotide,12625,1,18,count,GSE2077,none,data/GEO_v2/datasets/GDS2240.csv,827,other,3,"{'time course 1': 6, 'time course 2': 6, 'time course 3': 6}","{'time course 1': 6, 'time course 2': 6, 'time course 3': 6}"
GDS2240,Ileocecal epithelial cell line response to Cryptosporidium parvum infection: time course,"Analysis of HCT-8 ileocecal epithelial cells at various time points up to 72 hours after infection with Cryptosporidium parvum, an obligate intracellular protozoan that is a major cause of gastrointestinal diseases. Results provide insight into the interaction between the host cell and C. parvum.",14711592,GPL8300,in situ oligonucleotide,12625,1,18,count,GSE2077,none,data/GEO_v2/datasets/GDS2240.csv,827,infection,2,"{'mock': 3, 'Cryptosporidium parvum': 15}","{'Cryptosporidium parvum': 15, 'mock': 3}"
GDS2240,Ileocecal epithelial cell line response to Cryptosporidium parvum infection: time course,"Analysis of HCT-8 ileocecal epithelial cells at various time points up to 72 hours after infection with Cryptosporidium parvum, an obligate intracellular protozoan that is a major cause of gastrointestinal diseases. Results provide insight into the interaction between the host cell and C. parvum.",14711592,GPL8300,in situ oligonucleotide,12625,1,18,count,GSE2077,none,data/GEO_v2/datasets/GDS2240.csv,827,time,5,"{'6 h': 3, '12 h': 3, '24 h': 6, '48 h': 3, '72 h': 3}","{'24 h': 6, '6 h': 3, '12 h': 3, '48 h': 3, '72 h': 3}"
GDS2241,Trophoblast cell lines,Comparison of BeWo and JEG3 trophoblast cell lines. Trophoblast cell lines are used as surrogates for primary trophoblast cells in the study of placental function. Results provide insight into the differences between the two cell lines.,16797695,GPL96,in situ oligonucleotide,22283,1,8,transformed count,GSE2531,none,data/GEO_v2/datasets/GDS2241.csv,958,cell line,2,"{'BeWo': 5, 'JEG3': 3}","{'BeWo': 5, 'JEG3': 3}"
GDS2242,Acute promyelocytic leukemia,Analysis of bone marrow samples from 18 patients with acute promyelocytic leukemia (APL). Fms-like tyrosine kinase 3 (Flt3) is mutated in 35 to 40% of APL cases. Results provide insight into the role of Flt3 mutations in the pathogenesis of APL.,16270043,GPL887,in situ oligonucleotide,22575,2,18,log10 ratio,GSE2550,none,data/GEO_v2/datasets/GDS2242.csv,946,genotype/variation,4,"{'FLT3 wild type': 7, 'FLT3 internal tandem duplications': 7, 'FLT3 aspartic acid mutation': 3, 'FLT3 internal tandem duplications and aspartic acid mutation': 1}","{'FLT3 wild type': 7, 'FLT3 internal tandem duplications': 7, 'FLT3 aspartic acid mutation': 3, 'FLT3 internal tandem duplications and aspartic acid mutation': 1}"
GDS2244,Melanoma cell line response to E2F-1 overexpression and doxorubicin treatment,Analysis of E2F-1 overexpressing SK-MEL-2 melanoma cells treated with the anti-cancer drug doxorubicin (dox). Results provide insight into the molecular mechanisms underlying the synergistic effect on melanoma cell apoptosis observed when E2F-1 overexpression is combined with dox treatment,16827129,GPL96,in situ oligonucleotide,22283,1,6,count,GSE2715,none,data/GEO_v2/datasets/GDS2244.csv,958,agent,3,"{'E2F-1': 2, 'doxorubicin': 2, 'E2F-1 and doxorubicin': 2}","{'E2F-1': 2, 'doxorubicin': 2, 'E2F-1 and doxorubicin': 2}"
GDS2245,Uterine fibroids with mutated fumarate hydratase (I),Analysis of uterine fibroids with mutations in the fumarate hydratase (FH) gene. FH  catalyzes the hydration of fumarate in the TCA cycle. Heterozygous germline mutations in FH cause uterine fibroids and renal cell cancer. Results provide insight into the pathogenesis of TCA cycle-related tumors.,16319128,GPL96,in situ oligonucleotide,22283,1,18,count,GSE2724,none,data/GEO_v2/datasets/GDS2245.csv,958,disease state,2,"{'normal myometrium': 11, 'uterine fibroid': 7}","{'normal myometrium': 11, 'uterine fibroid': 7}"
GDS2245,Uterine fibroids with mutated fumarate hydratase (I),Analysis of uterine fibroids with mutations in the fumarate hydratase (FH) gene. FH  catalyzes the hydration of fumarate in the TCA cycle. Heterozygous germline mutations in FH cause uterine fibroids and renal cell cancer. Results provide insight into the pathogenesis of TCA cycle-related tumors.,16319128,GPL96,in situ oligonucleotide,22283,1,18,count,GSE2724,none,data/GEO_v2/datasets/GDS2245.csv,958,individual,11,"{'patient B7': 6, 'patient 4': 2, 'patient 6': 1, 'patient 9': 1, 'patient 11': 1, 'patient 28': 1, 'patient 32': 2, 'patient 34': 1, 'patient 38': 1, 'patient 44': 1, 'patient 51': 1}","{'patient B7': 6, 'patient 4': 2, 'patient 32': 2, 'patient 6': 1, 'patient 9': 1, 'patient 11': 1, 'patient 28': 1, 'patient 34': 1, 'patient 38': 1, 'patient 44': 1, 'patient 51': 1}"
GDS2245,Uterine fibroids with mutated fumarate hydratase (I),Analysis of uterine fibroids with mutations in the fumarate hydratase (FH) gene. FH  catalyzes the hydration of fumarate in the TCA cycle. Heterozygous germline mutations in FH cause uterine fibroids and renal cell cancer. Results provide insight into the pathogenesis of TCA cycle-related tumors.,16319128,GPL96,in situ oligonucleotide,22283,1,18,count,GSE2724,none,data/GEO_v2/datasets/GDS2245.csv,958,genotype/variation,2,"{'control': 11, 'mutant FH': 7}","{'control': 11, 'mutant FH': 7}"
GDS2246,Uterine fibroids with mutated fumarate hydratase (II),Analysis of uterine fibroids with mutations in the fumarate hydratase (FH) gene. FH  catalyzes the hydration of fumarate in the TCA cycle. Heterozygous germline mutations in FH cause uterine fibroids and renal cell cancer. Results provide insight into the pathogenesis of TCA cycle-related tumors.,16319128,GPL96,in situ oligonucleotide,22283,1,10,count,GSE2725,none,data/GEO_v2/datasets/GDS2246.csv,958,disease state,2,"{'normal myometrium': 3, 'uterine fibroid': 7}","{'uterine fibroid': 7, 'normal myometrium': 3}"
GDS2246,Uterine fibroids with mutated fumarate hydratase (II),Analysis of uterine fibroids with mutations in the fumarate hydratase (FH) gene. FH  catalyzes the hydration of fumarate in the TCA cycle. Heterozygous germline mutations in FH cause uterine fibroids and renal cell cancer. Results provide insight into the pathogenesis of TCA cycle-related tumors.,16319128,GPL96,in situ oligonucleotide,22283,1,10,count,GSE2725,none,data/GEO_v2/datasets/GDS2246.csv,958,genotype/variation,3,"{'control': 3, 'wild type FH': 2, 'mutant FH': 5}","{'mutant FH': 5, 'control': 3, 'wild type FH': 2}"
GDS2250,Basal-like breast cancer tumors,"Analysis of sporadic basal-like cancer (BLC), BRCA-associated breast cancer, and non-BLC tumors. Sporadic BLC are phenotypically similar to BRCA1-associated cancers. Results provide insight into the molecular pathogenesis of BLC and BRCA1-associated breast cancer.","['16473279', '20400965']",GPL570,in situ oligonucleotide,54675,1,47,transformed count,GSE3744,none,data/GEO_v2/datasets/GDS2250.csv,958,disease state,4,"{'normal': 7, 'non-basal-like cancer': 20, 'BRCA1-associated cancer': 2, 'basal-like cancer': 18}","{'non-basal-like cancer': 20, 'basal-like cancer': 18, 'normal': 7, 'BRCA1-associated cancer': 2}"
GDS2251,Myeloid leukemia cell lines,"Comparison of myeloid leukemia cells to normal monocytes. Transcriptional status of each gene compared to its CpG methylation state. The methylation of CpG islands is associated with transcriptional repression and, in cancer, leads to the abnormal silencing of tumor suppressor genes.",16778185,GPL570,in situ oligonucleotide,54675,1,4,count,GSE3280,none,data/GEO_v2/datasets/GDS2251.csv,958,disease state,2,"{'normal': 1, 'myeloid leukemia': 3}","{'myeloid leukemia': 3, 'normal': 1}"
GDS2251,Myeloid leukemia cell lines,"Comparison of myeloid leukemia cells to normal monocytes. Transcriptional status of each gene compared to its CpG methylation state. The methylation of CpG islands is associated with transcriptional repression and, in cancer, leads to the abnormal silencing of tumor suppressor genes.",16778185,GPL570,in situ oligonucleotide,54675,1,4,count,GSE3280,none,data/GEO_v2/datasets/GDS2251.csv,958,cell line,4,"{'monocyte': 1, 'KG-1': 1, 'THP-1': 1, 'U937': 1}","{'monocyte': 1, 'KG-1': 1, 'THP-1': 1, 'U937': 1}"
GDS2255,Transmigrated neutrophils in the alveolar space of endotoxin-exposed lung,Analysis of neutrophils that transmigrate to the alveolar space. Transmigration induced by bronchoscopic instillation of volunteers with endotoxin (LPS). Results identify differences between pulmonary and circulating neutrophils that occur early in endotoxin-induced lung inflammation.,16861384,GPL96,in situ oligonucleotide,22283,1,58,count,GSE2322,none,data/GEO_v2/datasets/GDS2255.csv,958,cell type,3,"{'in vitro': 10, 'circulating': 31, 'alveolar space': 17}","{'circulating': 31, 'alveolar space': 17, 'in vitro': 10}"
GDS2255,Transmigrated neutrophils in the alveolar space of endotoxin-exposed lung,Analysis of neutrophils that transmigrate to the alveolar space. Transmigration induced by bronchoscopic instillation of volunteers with endotoxin (LPS). Results identify differences between pulmonary and circulating neutrophils that occur early in endotoxin-induced lung inflammation.,16861384,GPL96,in situ oligonucleotide,22283,1,58,count,GSE2322,none,data/GEO_v2/datasets/GDS2255.csv,958,agent,2,"{'untreated': 19, 'endotoxin': 39}","{'endotoxin': 39, 'untreated': 19}"
GDS2255,Transmigrated neutrophils in the alveolar space of endotoxin-exposed lung,Analysis of neutrophils that transmigrate to the alveolar space. Transmigration induced by bronchoscopic instillation of volunteers with endotoxin (LPS). Results identify differences between pulmonary and circulating neutrophils that occur early in endotoxin-induced lung inflammation.,16861384,GPL96,in situ oligonucleotide,22283,1,58,count,GSE2322,none,data/GEO_v2/datasets/GDS2255.csv,958,individual,18,"{'9': 2, '16': 2, '21': 3, '32': 3, '37': 3, '48': 3, '49': 3, '53': 3, '59': 3, '60': 2, '70': 3, '75': 4, '80': 2, '84': 5, '87': 4, '88': 5, '89': 3, '90': 5}","{'84': 5, '88': 5, '90': 5, '75': 4, '87': 4, '89': 3, '70': 3, '59': 3, '53': 3, '49': 3, '48': 3, '37': 3, '32': 3, '21': 3, '60': 2, '80': 2, '9': 2, '16': 2}"
GDS2287,Airway epithelial cell response to Pseudomonas aeruginosa rsmA mutant infection,Analysis of airway epithelial cells infected with Pseudomonas aeruginosa PAO1 or the rsmA mutant. RsmA is a small RNA-binding protein that plays a role in the regulation of virulence-related genes in P. aeruginosa. Results provide insight into the influence of RsmA-regulated functions on the host.,16988269,GPL96,in situ oligonucleotide,22283,1,6,count,GSE4485,none,data/GEO_v2/datasets/GDS2287.csv,958,infection,2,"{'uninfected': 2, 'infected': 4}","{'infected': 4, 'uninfected': 2}"
GDS2287,Airway epithelial cell response to Pseudomonas aeruginosa rsmA mutant infection,Analysis of airway epithelial cells infected with Pseudomonas aeruginosa PAO1 or the rsmA mutant. RsmA is a small RNA-binding protein that plays a role in the regulation of virulence-related genes in P. aeruginosa. Results provide insight into the influence of RsmA-regulated functions on the host.,16988269,GPL96,in situ oligonucleotide,22283,1,6,count,GSE4485,none,data/GEO_v2/datasets/GDS2287.csv,958,genotype/variation,3,"{'control': 2, 'PAO1 wild type': 2, 'rsmA mutant': 2}","{'control': 2, 'PAO1 wild type': 2, 'rsmA mutant': 2}"
GDS2295,Aplidin and cytarabine effect on diffuse large B cell lymphoma cell line,"Analysis of diffuse large B cell lymphoma SKI-DLCL cells treated with Aplidin, cytarabine (AraC), or both anticancer drugs. The effect of the drugs on animals with SKI-DLCL cell-derived tumors also examined. Results provide insight into the action of Aplidin alone and in combination with AraC.",17713546,GPL571,in situ oligonucleotide,22277,1,14,count,GSE5681,none,data/GEO_v2/datasets/GDS2295.csv,958,protocol,2,"{'in vitro': 12, 'in vivo': 2}","{'in vitro': 12, 'in vivo': 2}"
GDS2295,Aplidin and cytarabine effect on diffuse large B cell lymphoma cell line,"Analysis of diffuse large B cell lymphoma SKI-DLCL cells treated with Aplidin, cytarabine (AraC), or both anticancer drugs. The effect of the drugs on animals with SKI-DLCL cell-derived tumors also examined. Results provide insight into the action of Aplidin alone and in combination with AraC.",17713546,GPL571,in situ oligonucleotide,22277,1,14,count,GSE5681,none,data/GEO_v2/datasets/GDS2295.csv,958,agent,4,"{'untreated': 4, 'Aplidin': 3, 'cytarabine': 3, 'Aplidin and cytarabine': 4}","{'untreated': 4, 'Aplidin and cytarabine': 4, 'Aplidin': 3, 'cytarabine': 3}"
GDS2297,Gefitinib effect on various non-small cell lung cancer cell lines (HG-U133A),Analysis of baseline non-small cell lung cancer (NSCLC) cell lines with a broad range of sensitivity to the anticancer drug gefitinib. Gefitinib is an epidermal growth factor receptor (EGFR) tyrosine kinase inhibitor (TKI). Results used to define a gene expression signature of gefitinib sensitivity.,16877703,GPL96,in situ oligonucleotide,22283,1,45,transformed count,GSE4342,none,data/GEO_v2/datasets/GDS2297.csv,958,protocol,2,"{'training set': 11, 'test set': 34}","{'test set': 34, 'training set': 11}"
GDS2297,Gefitinib effect on various non-small cell lung cancer cell lines (HG-U133A),Analysis of baseline non-small cell lung cancer (NSCLC) cell lines with a broad range of sensitivity to the anticancer drug gefitinib. Gefitinib is an epidermal growth factor receptor (EGFR) tyrosine kinase inhibitor (TKI). Results used to define a gene expression signature of gefitinib sensitivity.,16877703,GPL96,in situ oligonucleotide,22283,1,45,transformed count,GSE4342,none,data/GEO_v2/datasets/GDS2297.csv,958,other,4,"{'IC50 at most 0.5 umol/L': 10, 'IC50 between 0.5 and 4.5 umol/L': 6, 'IC50 at least 4.5 umol/L': 13, 'IC50 not given': 16}","{'IC50 not given': 16, 'IC50 at least 4.5 umol/L': 13, 'IC50 at most 0.5 umol/L': 10, 'IC50 between 0.5 and 4.5 umol/L': 6}"
GDS2297,Gefitinib effect on various non-small cell lung cancer cell lines (HG-U133A),Analysis of baseline non-small cell lung cancer (NSCLC) cell lines with a broad range of sensitivity to the anticancer drug gefitinib. Gefitinib is an epidermal growth factor receptor (EGFR) tyrosine kinase inhibitor (TKI). Results used to define a gene expression signature of gefitinib sensitivity.,16877703,GPL96,in situ oligonucleotide,22283,1,45,transformed count,GSE4342,none,data/GEO_v2/datasets/GDS2297.csv,958,cell line,41,"{'A549': 1, 'Calu3': 1, 'H125': 1, 'H1299': 1, 'H1334': 1, 'H1395': 1, 'H1437': 1, 'H157': 2, 'H1648': 2, 'H1650': 1, 'H1703': 1, 'H1975': 1, 'H1993': 1, 'H2009': 1, 'H2087': 1, 'H2122': 1, 'H2126': 1, 'H2279': 1, 'H2347': 1, 'H2882': 1, 'H2887': 1, 'H322': 1, 'H3255': 1, 'H358': 2, 'H460': 2, 'H520': 1, 'H820': 1, 'HCC1171': 1, 'HCC1195': 1, 'HCC1359': 1, 'HCC15': 1, 'HCC193': 1, 'HCC366': 1, 'HCC4006': 1, 'HCC44': 1, 'HCC461': 1, 'HCC515': 1, 'HCC78': 1, 'HCC827': 1, 'HCC95': 1, 'H1770': 1}","{'H1648': 2, 'H358': 2, 'H157': 2, 'H460': 2, 'Calu3': 1, 'H2882': 1, 'HCC44': 1, 'H1395': 1, 'H1437': 1, 'H1993': 1, 'H2087': 1, 'H2122': 1, 'H2347': 1, 'HCC1171': 1, 'H2887': 1, 'H2009': 1, 'HCC1195': 1, 'HCC1359': 1, 'HCC366': 1, 'HCC461': 1, 'HCC515': 1, 'HCC15': 1, 'HCC95': 1, 'H1975': 1, 'H1299': 1, 'H322': 1, 'A549': 1, 'H125': 1, 'H1703': 1, 'H520': 1, 'H2279': 1, 'H3255': 1, 'HCC4006': 1, 'HCC78': 1, 'HCC827': 1, 'H1650': 1, 'H2126': 1, 'H820': 1, 'HCC193': 1, 'H1334': 1, 'H1770': 1}"
GDS2298,Gefitinib effect on various non-small cell lung cancer cell lines (HG-U133B),Analysis of baseline non-small cell lung cancer (NSCLC) cell lines with a broad range of sensitivity to the anticancer drug gefitinib. Gefitinib is an epidermal growth factor receptor (EGFR) tyrosine kinase inhibitor (TKI). Results used to define a gene expression signature of gefitinib sensitivity.,16877703,GPL97,in situ oligonucleotide,22645,1,18,transformed count,GSE4342,none,data/GEO_v2/datasets/GDS2298.csv,288,protocol,2,"{'training set': 11, 'test set': 7}","{'training set': 11, 'test set': 7}"
